CRASH DATE,CRASH TIME,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,FULL STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1
12/6/2020,11:15,10470,40.906662,-73.852425,"(40.906662, -73.852425)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,View Obstructed/Limited,4373731,Sedan
5/10/2021,9:00,10470,40.904957,-73.85371,"(40.904957, -73.85371)",BRONX BOULEVARD,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,4415471,Sedan
6/11/2021,9:00,10470,40.904957,-73.85371,"(40.904957, -73.85371)",BRONX BOULEVARD,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,4426731,Sedan
11/18/2021,7:45,10470,40.904957,-73.85371,"(40.904957, -73.85371)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,Glare,4478680,Station Wagon/Sport Utility Vehicle
7/30/2022,2:13,10470,40.904957,-73.85371,"(40.904957, -73.85371)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,Unsafe Speed,4551727,Sedan
1/7/2022,14:10,10470,40.90355,-73.854836,"(40.90355, -73.854836)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,4494949,Sedan
1/11/2021,12:45,10470,40.90355,-73.854836,"(40.90355, -73.854836)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4386862,Sedan
10/17/2020,0:07,10470,40.90355,-73.854836,"(40.90355, -73.854836)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,Alcohol Involvement,4360067,Sedan
9/5/2020,14:58,10470,40.90355,-73.854836,"(40.90355, -73.854836)",BRONX BOULEVARD,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,4345373,Sedan
7/16/2020,20:04,10470,40.90355,-73.854836,"(40.90355, -73.854836)",BRONX BOULEVARD,2,0,0,0,0,0,2,0,Traffic Control Disregarded,4329364,Sedan
6/25/2020,2:31,10470,40.90355,-73.854836,"(40.90355, -73.854836)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,4323384,Sedan
6/25/2020,2:31,10470,40.90355,-73.854836,"(40.90355, -73.854836)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4324375,Sedan
2/29/2020,0:00,10470,40.901554,-73.85643,"(40.901554, -73.85643)",BRONX BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4295958,Sedan
4/16/2022,0:55,10471,40.9102,-73.896614,"(40.9102, -73.896614)",BROADWAY,1,0,0,0,0,0,1,0,Fell Asleep,4523340,Sedan
7/2/2020,1:00,10471,40.909626,-73.8966,"(40.909626, -73.8966)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4325178,Sedan
8/2/2019,10:55,10471,40.909626,-73.8966,"(40.909626, -73.8966)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4183923,Sedan
3/30/2021,19:25,10471,40.907505,-73.89655,"(40.907505, -73.89655)",BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4403199,Sedan
10/16/2020,1:07,10471,40.907505,-73.89655,"(40.907505, -73.89655)",BROADWAY,0,0,0,0,0,0,0,0,Other Vehicular,4358782,Sedan
5/12/2020,9:35,10471,40.907505,-73.89655,"(40.907505, -73.89655)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4313256,Sedan
1/13/2020,10:31,10471,40.907505,-73.89655,"(40.907505, -73.89655)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4273366,Taxi
8/20/2019,15:30,10471,40.907505,-73.89655,"(40.907505, -73.89655)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4192144,Taxi
7/9/2022,11:50,10471,40.906338,-73.8965,"(40.906338, -73.8965)",BROADWAY,1,0,1,0,0,0,0,0,Unspecified,4547673,
8/29/2019,6:50,10471,40.906338,-73.8965,"(40.906338, -73.8965)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4197119,Sedan
5/14/2022,13:13,10471,40.904503,-73.896416,"(40.904503, -73.896416)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4528938,Bus
6/13/2020,11:10,10471,40.904503,-73.896416,"(40.904503, -73.896416)",BROADWAY,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4320015,Sedan
11/1/2019,19:18,10471,40.904503,-73.896416,"(40.904503, -73.896416)",BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4233993,Sedan
3/30/2019,21:26,10471,40.904503,-73.896416,"(40.904503, -73.896416)",BROADWAY,2,0,0,0,0,0,2,0,Unspecified,4106029,Sedan
9/11/2020,20:40,10471,40.902958,-73.896416,"(40.902958, -73.896416)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4347216,Sedan
9/1/2019,14:00,10471,40.902958,-73.896416,"(40.902958, -73.896416)",BROADWAY,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,4198001,Station Wagon/Sport Utility Vehicle
12/8/2021,18:05,10471,40.90104,-73.89689,"(40.90104, -73.89689)",BROADWAY,1,0,0,0,0,0,0,0,Unspecified,4486471,Sedan
7/7/2022,9:40,10471,40.90104,-73.89689,"(40.90104, -73.89689)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4548512,Sedan
3/23/2021,20:10,10471,40.90104,-73.89689,"(40.90104, -73.89689)",BROADWAY,1,0,0,0,0,0,1,0,Unspecified,4401791,Sedan
8/7/2020,19:58,10471,40.90104,-73.89689,"(40.90104, -73.89689)",BROADWAY,1,0,0,0,0,0,1,0,Unspecified,4336981,Station Wagon/Sport Utility Vehicle
5/23/2019,18:00,10471,40.90104,-73.89689,"(40.90104, -73.89689)",BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4138125,Sedan
2/25/2019,18:00,10471,40.90104,-73.89689,"(40.90104, -73.89689)",BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4087643,Station Wagon/Sport Utility Vehicle
7/26/2021,21:30,10466,40.90152,-73.84695,"(40.90152, -73.84695)",BAYCHESTER AVENUE,5,0,0,0,0,0,5,0,Turning Improperly,4441139,Station Wagon/Sport Utility Vehicle
1/18/2020,16:15,10466,40.90152,-73.84695,"(40.90152, -73.84695)",BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,Pavement Slippery,4276254,Station Wagon/Sport Utility Vehicle
2/15/2019,20:00,10466,40.90152,-73.84695,"(40.90152, -73.84695)",BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,4082647,Sedan
1/3/2021,9:30,10470,40.905876,-73.84721,"(40.905876, -73.84721)",BARNES AVENUE,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,4386300,
6/2/2020,17:30,10470,40.905876,-73.84721,"(40.905876, -73.84721)",BARNES AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,4319483,Station Wagon/Sport Utility Vehicle
2/5/2020,19:00,10470,40.90522,-73.84752,"(40.90522, -73.84752)",BARNES AVENUE,0,0,0,0,0,0,0,0,Unspecified,4284302,Sedan
12/12/2019,7:00,10470,40.90522,-73.84752,"(40.90522, -73.84752)",BARNES AVENUE,0,0,0,0,0,0,0,0,Failure to Keep Right,4258749,Pick-up Truck
9/23/2019,18:30,10470,40.90522,-73.84752,"(40.90522, -73.84752)",BARNES AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4211613,Sedan
9/19/2019,16:32,10470,40.90522,-73.84752,"(40.90522, -73.84752)",BARNES AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4209330,Station Wagon/Sport Utility Vehicle
9/20/2021,15:30,10470,40.904552,-73.847824,"(40.904552, -73.847824)",BARNES AVENUE,1,0,0,0,0,0,0,0,Traffic Control Disregarded,4459423,Sedan
12/6/2021,23:00,10470,40.904552,-73.847824,"(40.904552, -73.847824)",BARNES AVENUE,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,4484289,Station Wagon/Sport Utility Vehicle
11/5/2021,23:00,10470,40.90325,-73.84801,"(40.90325, -73.84801)",BARNES AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4474833,Station Wagon/Sport Utility Vehicle
8/20/2020,13:14,10470,40.90325,-73.84801,"(40.90325, -73.84801)",BARNES AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4341170,Sedan
8/13/2022,1:30,10470,40.902374,-73.84811,"(40.902374, -73.84811)",BARNES AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,4555160,Sedan
7/2/2020,16:32,10470,40.902374,-73.84811,"(40.902374, -73.84811)",BARNES AVENUE,0,0,0,0,0,0,0,0,Unspecified,4325224,Sedan
5/23/2019,17:16,10470,40.902374,-73.84811,"(40.902374, -73.84811)",BARNES AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4138034,Station Wagon/Sport Utility Vehicle
4/18/2019,17:35,10470,40.902374,-73.84811,"(40.902374, -73.84811)",BARNES AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4122342,Sedan
3/29/2022,9:30,10470,40.908035,-73.85306,"(40.908035, -73.85306)",BALDWIN STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4552375,Station Wagon/Sport Utility Vehicle
12/3/2019,9:45,10471,40.909298,-73.90682,"(40.909298, -73.90682)",ARLINGTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,4253300,Convertible
9/13/2019,18:16,10471,40.904472,-73.90716,"(40.904472, -73.90716)",ARLINGTON AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,4206071,Station Wagon/Sport Utility Vehicle
8/26/2021,14:25,10466,40.902313,-73.84334,"(40.902313, -73.84334)",985       EAST 241 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,4451683,Sedan
7/26/2021,0:01,10466,40.90404,-73.84194,"(40.90404, -73.84194)",966       CRANFORD AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,4441148,Sedan
12/15/2021,6:00,10466,40.902126,-73.844124,"(40.902126, -73.844124)",962       EAST 241 STREET,0,0,0,0,0,0,0,0,Other Vehicular,4489678,Sedan
9/20/2021,23:00,10466,40.903996,-73.84214,"(40.903996, -73.84214)",950       CRANFORD AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,4459414,Sedan
6/7/2021,0:00,10466,40.90199,-73.844765,"(40.90199, -73.844765)",942       EAST 241 STREET,0,0,0,0,0,0,0,0,Unspecified,4428076,Sedan
6/9/2019,17:20,10466,40.90374,-73.84339,"(40.90374, -73.84339)",919       CRANFORD AVENUE               ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,4148530,Sedan
7/22/2019,2:08,10470,40.904728,-73.845375,"(40.904728, -73.845375)",886       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Unsafe Speed,4174706,Sedan
5/4/2022,8:35,10470,40.904716,-73.84533,"(40.904716, -73.84533)",886       EAST 242 STREET,0,0,0,0,0,0,0,0,Pavement Defective,4525850,Sedan
7/7/2021,2:25,10470,40.904736,-73.845345,"(40.904736, -73.845345)",885       EAST 242 STREET,1,0,0,0,0,0,1,0,Unsafe Speed,4434924,Sedan
11/5/2019,16:00,10470,40.90475,-73.84543,"(40.90475, -73.84543)",883       EAST 242 STREET               ,2,0,0,0,0,0,2,0,Failure to Keep Right,4236196,Sedan
3/18/2020,23:20,10470,40.901665,-73.847,"(40.901665, -73.847)",867       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unsafe Speed,4302675,Sedan
3/21/2020,5:25,10470,40.90487,-73.84603,"(40.90487, -73.84603)",861       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Alcohol Involvement,4303660,Sedan
7/5/2022,23:00,10470,40.90487,-73.84603,"(40.90487, -73.84603)",861       EAST 242 STREET,3,0,0,0,0,0,3,0,Passing or Lane Usage Improper,4544012,Taxi
11/26/2020,23:08,10470,40.904884,-73.8461,"(40.904884, -73.8461)",857       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4371468,Sedan
3/23/2021,14:20,10470,40.901775,-73.84708,"(40.901775, -73.84708)",857       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,4401691,Sedan
5/6/2022,20:00,10470,40.901775,-73.84708,"(40.901775, -73.84708)",857       EAST 241 STREET,1,0,0,0,0,0,1,0,Unspecified,4527973,Station Wagon/Sport Utility Vehicle
2/17/2020,7:00,10470,40.904873,-73.84612,"(40.904873, -73.84612)",856       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4289731,Sedan
6/13/2022,8:30,10470,40.904896,-73.84617,"(40.904896, -73.84617)",853       EAST 242 STREET,0,0,0,0,0,0,0,0,Unspecified,4539511,Sedan
11/22/2021,21:48,10470,40.903183,-73.84688,"(40.903183, -73.84688)",831       CRANFORD AVENUE,0,0,0,0,0,0,0,0,Steering Failure,4480337,Station Wagon/Sport Utility Vehicle
7/27/2022,17:44,10470,40.904274,-73.846756,"(40.904274, -73.846756)",826       PENFIELD STREET,0,0,0,0,0,0,0,0,Unspecified,4552376,Station Wagon/Sport Utility Vehicle
2/20/2021,1:40,10470,40.903854,-73.847015,"(40.903854, -73.847015)",824       SAINT OUEN STREET             ,0,0,0,0,0,0,0,0,Unsafe Speed,4393483,Sedan
6/19/2020,16:30,10470,40.904312,-73.84684,"(40.904312, -73.84684)",823       PENFIELD STREET               ,0,0,0,0,0,0,0,0,Failure to Keep Right,4321997,Sedan
2/28/2022,21:12,10470,40.90496,-73.846535,"(40.90496, -73.846535)",822       EAST 242 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,4506623,Sedan
6/15/2020,0:00,10470,40.905056,-73.84692,"(40.905056, -73.84692)",816       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,4320904,Station Wagon/Sport Utility Vehicle
5/25/2021,17:11,10470,40.904366,-73.84713,"(40.904366, -73.84713)",814       PENFIELD STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4420662,Sedan
2/7/2022,0:19,10470,40.904385,-73.84719,"(40.904385, -73.84719)",812       PENFIELD STREET,0,0,0,0,0,0,0,0,Other Vehicular,4500691,Sedan
8/15/2019,0:00,10470,40.90391,-73.847565,"(40.90391, -73.847565)",807       SAINT OUEN STREET             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4189439,Sedan
8/6/2021,3:00,10470,40.906155,-73.848206,"(40.906155, -73.848206)",743       EAST 243 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4445053,Sedan
7/2/2019,21:44,10470,40.9055,-73.84856,"(40.9055, -73.84856)",742       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4163851,Station Wagon/Sport Utility Vehicle
4/1/2019,13:25,10470,40.906143,-73.84824,"(40.906143, -73.84824)",740       EAST 243 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4106850,Sedan
1/31/2021,0:00,10470,40.903347,-73.84916,"(40.903347, -73.84916)",735       CRANFORD AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,4388056,Station Wagon/Sport Utility Vehicle
5/8/2021,7:50,10470,40.903347,-73.84918,"(40.903347, -73.84918)",733       CRANFORD AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4414598,Sedan
6/17/2021,15:10,10470,40.90486,-73.84894,"(40.90486, -73.84894)",731       PENFIELD STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,4433803,Sedan
3/10/2020,1:45,10470,40.90289,-73.849205,"(40.90289, -73.849205)",731       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Driver Inexperience,4301125,Station Wagon/Sport Utility Vehicle
3/11/2019,23:01,10470,40.90554,-73.84872,"(40.90554, -73.84872)",730       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4097200,Sedan
11/9/2021,15:55,10470,40.90554,-73.84872,"(40.90554, -73.84872)",730       EAST 242 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,4475961,Box Truck
7/27/2022,22:00,10470,40.90554,-73.84872,"(40.90554, -73.84872)",730       EAST 242 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,4550025,house on w
7/6/2019,10:30,10470,40.90487,-73.84897,"(40.90487, -73.84897)",729       PENFIELD STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4165200,Station Wagon/Sport Utility Vehicle
2/21/2021,16:33,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET               ,1,0,0,0,0,0,1,0,Accelerator Defective,4393481,Sedan
12/20/2019,16:20,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET               ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,4263621,Sedan
1/12/2020,1:36,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,4273678,Station Wagon/Sport Utility Vehicle
12/11/2019,5:30,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4256646,Sedan
11/1/2019,5:47,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET               ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4238825,Station Wagon/Sport Utility Vehicle
8/7/2018,2:25,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,3956652,Station Wagon/Sport Utility Vehicle
8/4/2021,10:30,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,4443947,Sedan
12/8/2021,17:55,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4484964,Sedan
8/20/2022,14:09,10470,40.902935,-73.84934,"(40.902935, -73.84934)",724       EAST 241 STREET,0,0,0,0,0,0,0,0,Unspecified,4560984,Sedan
12/10/2019,18:07,10470,40.905613,-73.84892,"(40.905613, -73.84892)",715       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4256076,Sedan
1/5/2022,7:10,10470,40.9049,-73.849144,"(40.9049, -73.849144)",714       PENFIELD STREET,0,0,0,0,0,0,0,0,Pavement Slippery,4492219,Station Wagon/Sport Utility Vehicle
9/12/2019,13:10,10470,40.90403,-73.84926,"(40.90403, -73.84926)",712       SAINT OUEN STREET             ,0,0,0,0,0,0,0,0,Passing Too Closely,4204952,Ambulance
7/26/2020,14:30,10470,40.90179,-73.85104,"(40.90179, -73.85104)",712       EAST 240 STREET               ,0,0,0,0,0,0,0,0,Turning Improperly,4332654,Station Wagon/Sport Utility Vehicle
8/2/2021,17:56,10470,40.901806,-73.851036,"(40.901806, -73.851036)",711       EAST 240 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4443419,Station Wagon/Sport Utility Vehicle
5/25/2019,17:30,10470,40.905643,-73.84904,"(40.905643, -73.84904)",707       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,4139680,Station Wagon/Sport Utility Vehicle
8/27/2020,21:00,10470,40.903152,-73.84983,"(40.903152, -73.84983)",700       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4342883,Sedan
3/7/2021,23:05,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4404177,Station Wagon/Sport Utility Vehicle
3/16/2021,14:06,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4399416,Sedan
7/5/2020,8:22,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET               ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,4326107,Sedan
7/30/2020,0:15,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4333627,Sedan
12/29/2019,13:50,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Following Too Closely,4266896,Sedan
1/10/2020,10:15,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4272559,Station Wagon/Sport Utility Vehicle
11/30/2019,0:23,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,4250646,Sedan
5/18/2019,12:00,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,4135104,Sedan
5/1/2021,13:30,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET,0,0,0,0,0,0,0,0,Turning Improperly,4412801,Station Wagon/Sport Utility Vehicle
7/29/2021,23:20,10470,40.90362,-73.85068,"(40.90362, -73.85068)",691       EAST 241 STREET,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,4442639,Station Wagon/Sport Utility Vehicle
2/15/2021,1:00,10470,40.902218,-73.85191,"(40.902218, -73.85191)",691       EAST 240 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4391938,Station Wagon/Sport Utility Vehicle
11/17/2021,7:31,10470,40.902184,-73.85188,"(40.902184, -73.85188)",690       EAST 240 STREET,0,0,0,0,0,0,0,0,Unspecified,4478344,Station Wagon/Sport Utility Vehicle
9/30/2019,20:00,10470,40.903656,-73.85082,"(40.903656, -73.85082)",686       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4215719,Sedan
8/6/2021,4:00,10470,40.903656,-73.85082,"(40.903656, -73.85082)",686       EAST 241 STREET,0,0,0,0,0,0,0,0,Brakes Defective,4445057,Sedan
11/30/2019,4:14,10470,40.906757,-73.849396,"(40.906757, -73.849396)",685       EAST 243 STREET               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4250660,Sedan
11/1/2019,18:46,10470,40.903698,-73.85092,"(40.903698, -73.85092)",682       EAST 241 STREET               ,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,4234808,Sedan
7/10/2019,14:05,10470,40.906944,-73.849785,"(40.906944, -73.849785)",675       EAST 243 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4170451,Station Wagon/Sport Utility Vehicle
6/6/2022,23:20,10470,40.906963,-73.84983,"(40.906963, -73.84983)",675       EAST 243 STREET,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,4535094,Sedan
7/31/2019,21:30,10470,40.902348,-73.85224,"(40.902348, -73.85224)",674       EAST 240 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4180828,Station Wagon/Sport Utility Vehicle
1/27/2021,6:00,10470,40.905907,-73.850006,"(40.905907, -73.850006)",669       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4387381,Sedan
12/28/2019,4:00,10471,40.910965,-73.89664,"(40.910965, -73.89664)",6687      BROADWAY                      ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,4265961,Sedan
4/15/2022,6:15,10471,40.910965,-73.89664,"(40.910965, -73.89664)",6687      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4522779,Station Wagon/Sport Utility Vehicle
9/15/2019,4:45,10471,40.910873,-73.89664,"(40.910873, -73.89664)",6683      BROADWAY                      ,0,0,0,0,0,0,0,0,Fell Asleep,4206060,Sedan
7/8/2021,17:30,10471,40.91056,-73.89663,"(40.91056, -73.89663)",6669      BROADWAY,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,4436252,Sedan
5/27/2021,9:50,10471,40.910515,-73.89663,"(40.910515, -73.89663)",6667      BROADWAY,0,0,0,0,0,0,0,0,Unsafe Speed,4425995,Station Wagon/Sport Utility Vehicle
11/6/2020,0:00,10471,40.91038,-73.89663,"(40.91038, -73.89663)",6661      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4365452,Sedan
7/24/2019,17:03,10471,40.91038,-73.89663,"(40.91038, -73.89663)",6661      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4176935,Station Wagon/Sport Utility Vehicle
2/15/2019,11:21,10471,40.910023,-73.89662,"(40.910023, -73.89662)",6655      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4081341,Station Wagon/Sport Utility Vehicle
5/21/2020,14:10,10471,40.909847,-73.896614,"(40.909847, -73.896614)",6647      BROADWAY                      ,1,0,0,0,0,0,1,0,Unspecified,4315157,Station Wagon/Sport Utility Vehicle
10/28/2019,7:00,10471,40.9098,-73.896614,"(40.9098, -73.896614)",6645      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4232415,Sedan
7/4/2019,13:30,10471,40.9098,-73.896614,"(40.9098, -73.896614)",6645      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4164612,Sedan
11/26/2020,14:14,10471,40.90909,-73.8966,"(40.90909, -73.8966)",6629      BROADWAY                      ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,4372273,Sedan
7/26/2020,23:47,10471,40.90909,-73.8966,"(40.90909, -73.8966)",6629      BROADWAY                      ,1,0,0,0,0,0,1,0,Turning Improperly,4333304,Sedan
1/21/2020,22:27,10471,40.90909,-73.8966,"(40.90909, -73.8966)",6629      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4277255,Sedan
7/29/2021,14:57,10471,40.909866,-73.89662,"(40.909866, -73.89662)",6629      BROADWAY,1,0,0,0,0,0,1,0,Unspecified,4462968,Sedan
1/31/2020,9:15,10471,40.908478,-73.89658,"(40.908478, -73.89658)",6601      BROADWAY                      ,3,0,0,0,0,0,3,0,Unspecified,4281552,Station Wagon/Sport Utility Vehicle
10/11/2019,16:32,10471,40.908478,-73.89658,"(40.908478, -73.89658)",6601      BROADWAY                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,4222350,Sedan
8/7/2019,21:00,10471,40.908478,-73.89658,"(40.908478, -73.89658)",6601      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4184985,Sedan
4/2/2021,22:59,10470,40.907063,-73.85009,"(40.907063, -73.85009)",660       EAST 243 STREET               ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,4404942,Sedan
10/28/2020,23:00,10470,40.905975,-73.85034,"(40.905975, -73.85034)",660       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4363483,Station Wagon/Sport Utility Vehicle
6/26/2021,9:00,10470,40.905975,-73.85034,"(40.905975, -73.85034)",660       EAST 242 STREET,0,0,0,0,0,0,0,0,Unspecified,4431382,Sedan
2/13/2019,8:20,10471,40.908127,-73.896576,"(40.908127, -73.896576)",6585      BROADWAY                      ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,4079960,Sedan
2/22/2021,8:00,10471,40.90782,-73.896576,"(40.90782, -73.896576)",6571      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4394311,Taxi
4/3/2021,22:55,10471,40.90782,-73.896576,"(40.90782, -73.896576)",6571      BROADWAY                      ,0,0,0,0,0,0,0,0,Physical Disability,4404326,Station Wagon/Sport Utility Vehicle
