CRASH DATE,CRASH TIME,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,FULL STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1
5/30/2020,10:00,10471,40.90782,-73.896576,"(40.90782, -73.896576)",6571      BROADWAY                      ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4316738,Sedan
5/3/2019,21:00,10471,40.90703,-73.89654,"(40.90703, -73.89654)",6555      BROADWAY                      ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,4125221,Station Wagon/Sport Utility Vehicle
7/11/2022,18:20,10471,40.90703,-73.89654,"(40.90703, -73.89654)",6555      BROADWAY,2,0,0,0,0,0,2,0,Other Vehicular,4547799,Sedan
11/21/2019,13:46,10471,40.903145,-73.91041,"(40.903145, -73.91041)",655       WEST 254 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4245457,Bus
1/3/2020,22:17,10471,40.906815,-73.89654,"(40.906815, -73.89654)",6545      BROADWAY                      ,1,0,0,0,0,0,1,0,Illnes,4268950,Station Wagon/Sport Utility Vehicle
5/2/2019,2:53,10471,40.906815,-73.89654,"(40.906815, -73.89654)",6545      BROADWAY                      ,3,0,0,0,0,0,3,0,Unsafe Lane Changing,4124094,Station Wagon/Sport Utility Vehicle
1/17/2020,11:15,10470,40.906048,-73.8506,"(40.906048, -73.8506)",654       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Driver Inexperience,4274779,Sedan
3/10/2021,15:45,10471,40.906597,-73.89652,"(40.906597, -73.89652)",6535      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4397848,Station Wagon/Sport Utility Vehicle
8/7/2020,19:30,10471,40.906597,-73.89652,"(40.906597, -73.89652)",6535      BROADWAY                      ,1,0,0,0,0,0,1,0,Unspecified,4336979,Sedan
10/18/2020,1:48,10471,40.905533,-73.89648,"(40.905533, -73.89648)",6495      BROADWAY                      ,0,0,0,0,0,0,0,0,Unsafe Speed,4358772,Sedan
5/5/2020,2:10,10471,40.905533,-73.89648,"(40.905533, -73.89648)",6495      BROADWAY                      ,1,0,1,0,0,0,0,0,Unspecified,4312239,
8/18/2019,14:20,10471,40.905533,-73.89648,"(40.905533, -73.89648)",6495      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4190397,Sedan
3/29/2020,23:45,10471,40.90535,-73.89646,"(40.90535, -73.89646)",6485      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4304634,Station Wagon/Sport Utility Vehicle
5/5/2021,16:45,10471,40.90535,-73.89646,"(40.90535, -73.89646)",6485      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4413726,Sedan
8/15/2022,9:17,10471,40.90535,-73.89646,"(40.90535, -73.89646)",6485      BROADWAY,2,0,0,0,0,0,2,0,Unspecified,4556012,Sedan
11/8/2019,9:50,10470,40.904163,-73.852005,"(40.904163, -73.852005)",646E      EAST 241 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4238772,Sedan
3/29/2020,14:56,10471,40.90423,-73.89643,"(40.90423, -73.89643)",6469      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4304636,Sedan
12/20/2021,7:13,10471,40.904358,-73.89642,"(40.904358, -73.89642)",6469      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4490869,Station Wagon/Sport Utility Vehicle
5/26/2022,12:00,10471,40.904358,-73.89642,"(40.904358, -73.89642)",6469      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4532730,Station Wagon/Sport Utility Vehicle
9/20/2020,8:30,10471,40.90328,-73.89643,"(40.90328, -73.89643)",6425      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4349636,Sedan
4/5/2020,11:15,10471,40.90328,-73.89643,"(40.90328, -73.89643)",6425      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4307824,Sedan
12/15/2020,15:49,10470,40.904312,-73.85233,"(40.904312, -73.85233)",640       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4377472,Sedan
6/20/2021,14:50,10470,40.904312,-73.85233,"(40.904312, -73.85233)",640       EAST 241 STREET,0,0,0,0,0,0,0,0,Unspecified,4429116,Station Wagon/Sport Utility Vehicle
12/11/2020,10:10,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,1,0,0,0,1,0,0,0,Unspecified,4375463,Taxi
1/2/2021,0:45,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4382105,Sedan
10/12/2020,3:00,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4356847,Sedan
9/20/2020,17:15,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,4350163,Station Wagon/Sport Utility Vehicle
10/5/2020,15:55,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,1,0,1,0,0,0,0,0,Unspecified,4355202,Sedan
8/5/2020,16:10,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,2,0,0,0,0,0,2,0,Other Vehicular,4335642,Station Wagon/Sport Utility Vehicle
3/9/2020,13:20,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4299192,Sedan
12/8/2019,17:24,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4254107,Sedan
6/23/2019,13:24,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,0,0,0,0,0,0,0,0,Turning Improperly,4157449,Station Wagon/Sport Utility Vehicle
5/18/2019,13:53,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4134116,Station Wagon/Sport Utility Vehicle
4/7/2019,9:00,10471,40.901604,-73.896774,"(40.901604, -73.896774)",6393      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4110340,Sedan
5/28/2022,16:40,10471,40.902317,-73.8966,"(40.902317, -73.8966)",6393      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,4533897,Sedan
10/7/2019,23:31,10471,40.901226,-73.89686,"(40.901226, -73.89686)",6355      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,4219721,Sedan
11/23/2020,6:04,10470,40.90441,-73.8525,"(40.90441, -73.8525)",633       EAST 241 STREET               ,1,0,0,0,0,0,1,0,Pavement Slippery,4369923,Sedan
1/7/2020,5:36,10470,40.90441,-73.8525,"(40.90441, -73.8525)",633       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unsafe Speed,4270016,Sedan
5/22/2020,23:55,10471,40.91217,-73.90077,"(40.91217, -73.90077)",6313      LIEBIG AVENUE                 ,0,0,0,0,0,0,0,0,Unsafe Speed,4315239,Station Wagon/Sport Utility Vehicle
3/10/2021,20:17,10471,40.912884,-73.9025,"(40.912884, -73.9025)",6301      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4398760,Sedan
2/25/2020,22:59,10471,40.912884,-73.9025,"(40.912884, -73.9025)",6301      RIVERDALE AVENUE              ,1,0,0,0,0,0,1,0,Unsafe Speed,4294867,Sedan
10/31/2019,10:00,10471,40.912884,-73.9025,"(40.912884, -73.9025)",6301      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4233098,Pick-up Truck
8/5/2021,9:07,10471,40.912827,-73.90251,"(40.912827, -73.90251)",6301      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,4461655,Station Wagon/Sport Utility Vehicle
10/14/2021,12:25,10471,40.9126383,-73.9028181,"(40.9126383, -73.9028181)",6301      RIVERDALE AVENUE,1,0,1,0,0,0,0,0,,4467305,
4/29/2019,8:00,10470,40.90305,-73.85377,"(40.90305, -73.85377)",626       EAST 240 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4123053,Sedan
7/15/2019,10:17,10471,40.912117,-73.90268,"(40.912117, -73.90268)",6240      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4170658,Taxi
3/5/2021,6:30,10470,40.904533,-73.85277,"(40.904533, -73.85277)",621       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4396672,Station Wagon/Sport Utility Vehicle
8/29/2021,10:57,10471,40.911385,-73.90003,"(40.911385, -73.90003)",6206      TYNDALL AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4456173,Sedan
2/12/2021,16:30,10471,40.911068,-73.898285,"(40.911068, -73.898285)",6206      SPENCER AVENUE                ,0,0,0,0,0,0,0,0,Passing Too Closely,4392059,Station Wagon/Sport Utility Vehicle
11/14/2021,14:38,10471,40.911587,-73.902824,"(40.911587, -73.902824)",6200      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,4479089,Station Wagon/Sport Utility Vehicle
11/9/2020,22:15,10470,40.903255,-73.85417,"(40.903255, -73.85417)",617       EAST 240 STREET               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4366206,Sedan
12/18/2019,9:40,10471,40.910965,-73.900185,"(40.910965, -73.900185)",6151      TYNDALL AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4260989,Bus
8/13/2020,7:55,10471,40.910114,-73.898544,"(40.910114, -73.898544)",6134      SPENCER AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,4338003,Station Wagon/Sport Utility Vehicle
4/4/2019,14:30,10471,40.910854,-73.903015,"(40.910854, -73.903015)",6132      RIVERDALE AVENUE              ,1,0,1,0,0,0,0,0,Unspecified,4109484,Pick-up Truck
11/2/2020,19:00,10471,40.91076,-73.903046,"(40.91076, -73.903046)",6124      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4363634,Station Wagon/Sport Utility Vehicle
4/17/2020,17:00,10471,40.909813,-73.89769,"(40.909813, -73.89769)",6119      HUXLEY AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,4309407,Sedan
12/18/2019,9:23,10471,40.91069,-73.90306,"(40.91069, -73.90306)",6118      RIVERDALE AVENUE              ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4260990,Sedan
8/12/2021,2:10,10471,40.910633,-73.903076,"(40.910633, -73.903076)",6114      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4449360,Sedan
1/23/2020,14:38,10470,40.903347,-73.85438,"(40.903347, -73.85438)",611       EAST 240 STREET               ,0,0,0,0,0,0,0,0,Following Too Closely,4278280,Sedan
8/14/2022,17:00,10471,40.910477,-73.903114,"(40.910477, -73.903114)",6100      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,4556473,Sedan
5/1/2020,9:59,10470,40.904816,-73.85338,"(40.904816, -73.85338)",607       EAST 241 STREET               ,0,0,0,0,0,0,0,0,Unspecified,4311576,Station Wagon/Sport Utility Vehicle
11/25/2020,10:20,10471,40.90893,-73.900696,"(40.90893, -73.900696)",6050      TYNDALL AVENUE                ,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,4372247,Sedan
11/15/2021,23:20,10471,40.90983,-73.90329,"(40.90983, -73.90329)",6050      RIVERDALE AVENUE,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,4479090,Sedan
6/15/2019,15:02,10471,40.90878,-73.8989,"(40.90878, -73.8989)",6034      SPENCER AVENUE                ,0,0,0,0,0,0,0,0,Driver Inexperience,4151946,Sedan
1/13/2022,16:00,10471,40.909206,-73.90348,"(40.909206, -73.90348)",6031      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,4495435,Station Wagon/Sport Utility Vehicle
1/5/2022,19:51,10471,40.908222,-73.89803,"(40.908222, -73.89803)",6022      HUXLEY AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,4492350,Sedan
8/7/2021,16:40,10471,40.90861,-73.90172,"(40.90861, -73.90172)",6018      LIEBIG AVENUE,1,0,0,0,0,0,1,0,Alcohol Involvement,4444590,Station Wagon/Sport Utility Vehicle
3/6/2019,10:53,10471,40.90856,-73.90173,"(40.90856, -73.90173)",6014      LIEBIG AVENUE                 ,0,0,0,0,0,0,0,0,Pavement Slippery,4092489,Sedan
8/25/2019,19:00,10471,40.908688,-73.9036,"(40.908688, -73.9036)",6000      RIVERDALE AVENUE              ,1,0,0,0,0,0,1,0,Unspecified,4194347,Station Wagon/Sport Utility Vehicle
3/6/2019,16:00,10471,40.908688,-73.9036,"(40.908688, -73.9036)",6000      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4092513,Sedan
7/2/2019,22:15,10471,40.90869,-73.903625,"(40.90869, -73.903625)",5997      RIVERDALE AVENUE              ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4163707,Station Wagon/Sport Utility Vehicle
9/8/2021,8:00,10471,40.90799,-73.90381,"(40.90799, -73.90381)",5977      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,4463085,Sedan
5/18/2022,18:00,10471,40.90799,-73.90381,"(40.90799, -73.90381)",5977      RIVERDALE AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,4529648,
3/10/2019,10:00,10471,40.910057,-73.9076,"(40.910057, -73.9076)",5961      PALISADE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,4094168,Sedan
7/28/2020,19:14,10471,40.909565,-73.906395,"(40.909565, -73.906395)",5959      INDEPENDENCE AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,4333295,Sedan
3/1/2019,15:36,10471,40.909565,-73.906395,"(40.909565, -73.906395)",5959      INDEPENDENCE AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,4089259,Sedan
9/28/2020,13:54,10471,40.90769,-73.90389,"(40.90769, -73.90389)",5951      RIVERDALE AVENUE              ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,4353238,Station Wagon/Sport Utility Vehicle
5/17/2022,16:24,10471,40.907146,-73.90027,"(40.907146, -73.90027)",5920      FIELDSTON ROAD,0,0,0,0,0,0,0,0,Unspecified,4529135,Sedan
6/24/2019,8:10,10471,40.907173,-73.90116,"(40.907173, -73.90116)",5918      TYNDALL AVENUE                ,0,0,0,0,0,0,0,0,Other Vehicular,4158385,Bus
7/24/2020,20:00,10471,40.9066,-73.89754,"(40.9066, -73.89754)",5915      POST ROAD                     ,0,0,0,0,0,0,0,0,Unspecified,4331762,Station Wagon/Sport Utility Vehicle
10/30/2019,15:20,10471,40.907402,-73.90395,"(40.907402, -73.90395)",5914      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4232417,Station Wagon/Sport Utility Vehicle
3/20/2019,19:15,10471,40.907402,-73.90395,"(40.907402, -73.90395)",5914      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4100529,Station Wagon/Sport Utility Vehicle
2/25/2019,8:30,10471,40.907402,-73.90395,"(40.907402, -73.90395)",5914      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4087644,Station Wagon/Sport Utility Vehicle
8/9/2019,17:30,10471,40.9071,-73.90405,"(40.9071, -73.90405)",5901      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4186183,Box Truck
12/11/2019,14:55,10471,40.90831,-73.90892,"(40.90831, -73.90892)",5901      PALISADE AVENUE               ,0,0,0,0,0,0,0,0,Glare,4256604,Station Wagon/Sport Utility Vehicle
11/19/2019,11:05,10471,40.90831,-73.90892,"(40.90831, -73.90892)",5901      PALISADE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,4243844,Sedan
7/3/2019,12:30,10471,40.90831,-73.90892,"(40.90831, -73.90892)",5901      PALISADE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,4164190,Sedan
5/28/2019,8:44,10471,40.90831,-73.90892,"(40.90831, -73.90892)",5901      PALISADE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,4146124,Station Wagon/Sport Utility Vehicle
3/6/2019,12:30,10471,40.90831,-73.90892,"(40.90831, -73.90892)",5901      PALISADE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,4092492,Box Truck
4/24/2021,13:50,10471,40.90831,-73.90892,"(40.90831, -73.90892)",5901      PALISADE AVENUE,0,0,0,0,0,0,0,0,Brakes Defective,4410248,Sedan
9/5/2019,10:00,10471,40.908524,-73.90649,"(40.908524, -73.90649)",5900      ARLINGTON AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4200689,Station Wagon/Sport Utility Vehicle
3/1/2019,9:00,10471,40.90599,-73.90229,"(40.90599, -73.90229)",5864      LIEBIG AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,4089256,Sedan
8/4/2020,20:23,10471,40.905983,-73.90058,"(40.905983, -73.90058)",5836      FIELDSTON ROAD                ,0,0,0,0,0,0,0,0,Unspecified,4335142,Sedan
9/2/2021,11:42,10471,40.905983,-73.90058,"(40.905983, -73.90058)",5836      FIELDSTON ROAD,0,0,0,0,0,0,0,0,Unspecified,4453911,Sedan
9/7/2019,8:02,10471,40.90575,-73.90234,"(40.90575, -73.90234)",5832      LIEBIG AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,4201489,Station Wagon/Sport Utility Vehicle
3/20/2019,11:00,10471,40.905823,-73.90064,"(40.905823, -73.90064)",5819      FIELDSTON ROAD                ,0,0,0,0,0,0,0,0,Unspecified,4100528,Station Wagon/Sport Utility Vehicle
12/8/2019,10:00,10471,40.90559,-73.902405,"(40.90559, -73.902405)",5811      LIEBIG AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,4254110,Sedan
3/9/2019,0:00,10471,40.905678,-73.90068,"(40.905678, -73.90068)",5803      FIELDSTON ROAD                ,0,0,0,0,0,0,0,0,Unspecified,4094179,Sedan
11/10/2020,10:55,10471,40.907967,-73.90653,"(40.907967, -73.90653)",5800      ARLINGTON AVENUE              ,1,0,0,0,0,0,1,0,Unspecified,4366658,Sedan
9/3/2020,0:00,10471,40.907967,-73.90653,"(40.907967, -73.90653)",5800      ARLINGTON AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4346189,Sedan
2/10/2020,18:15,10471,40.907967,-73.90653,"(40.907967, -73.90653)",5800      ARLINGTON AVENUE              ,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,4286817,Station Wagon/Sport Utility Vehicle
1/15/2022,5:00,10471,40.90788,-73.906555,"(40.90788, -73.906555)",5800      ARLINGTON AVENUE,0,0,0,0,0,0,0,0,Fell Asleep,4496146,Station Wagon/Sport Utility Vehicle
8/16/2022,18:03,10471,40.90788,-73.906555,"(40.90788, -73.906555)",5800      ARLINGTON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4556484,Sedan
12/2/2019,23:46,10471,40.905144,-73.90051,"(40.905144, -73.90051)",5752      FIELDSTON ROAD                ,0,0,0,0,0,0,0,0,Pavement Slippery,4251591,Taxi
9/11/2020,19:52,10471,40.904896,-73.89949,"(40.904896, -73.89949)",5723      FARADAY AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4347213,Station Wagon/Sport Utility Vehicle
7/19/2019,17:00,10471,40.905563,-73.89998,"(40.905563, -73.89998)",5716      MOSHOLU AVENUE                ,1,0,1,0,0,0,0,0,Unspecified,4174195,Sedan
11/3/2019,13:11,10471,40.90551,-73.90036,"(40.90551, -73.90036)",5706      MOSHOLU AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4234374,Sedan
12/26/2021,19:00,10471,40.90647,-73.906784,"(40.90647, -73.906784)",5701      ARLINGTON AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,4490917,Pick-up Truck
1/31/2021,23:08,10471,40.906723,-73.90413,"(40.906723, -73.90413)",5700      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unsafe Speed,4390605,Station Wagon/Sport Utility Vehicle
3/10/2020,12:26,10471,40.906723,-73.90413,"(40.906723, -73.90413)",5700      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4298832,Sedan
12/8/2021,16:24,10471,40.906723,-73.90413,"(40.906723, -73.90413)",5700      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,4486472,Bus
12/3/2019,0:15,10471,40.90489,-73.90035,"(40.90489, -73.90035)",5700      FIELDSTON ROAD                ,0,0,0,0,0,0,0,0,Pavement Slippery,4251592,Station Wagon/Sport Utility Vehicle
2/20/2019,21:30,10471,40.90489,-73.90035,"(40.90489, -73.90035)",5700      FIELDSTON ROAD                ,0,0,0,0,0,0,0,0,Unspecified,4084517,Sedan
7/4/2020,0:45,10471,40.90657,-73.90681,"(40.90657, -73.90681)",5700      ARLINGTON AVENUE              ,0,0,0,0,0,0,0,0,Passenger Distraction,4329267,
12/27/2019,19:50,10471,40.90657,-73.90681,"(40.90657, -73.90681)",5700      ARLINGTON AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4265495,Box Truck
12/20/2019,14:15,10471,40.90657,-73.90681,"(40.90657, -73.90681)",5700      ARLINGTON AVENUE              ,0,0,0,0,0,0,0,0,Other Vehicular,4262725,Station Wagon/Sport Utility Vehicle
7/18/2019,14:02,10471,40.90657,-73.90681,"(40.90657, -73.90681)",5700      ARLINGTON AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4176929,Sedan
5/10/2019,22:45,10471,40.90657,-73.90681,"(40.90657, -73.90681)",5700      ARLINGTON AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4130175,Sedan
10/7/2019,11:22,10471,40.906433,-73.90421,"(40.906433, -73.90421)",5686      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Accelerator Defective,4219719,Station Wagon/Sport Utility Vehicle
9/19/2019,16:05,10471,40.90645,-73.90423,"(40.90645, -73.90423)",5683      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4210911,Sedan
8/2/2019,14:32,10471,40.90645,-73.90423,"(40.90645, -73.90423)",5683      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,4182532,Station Wagon/Sport Utility Vehicle
8/19/2020,10:30,10471,40.906223,-73.90427,"(40.906223, -73.90427)",5676      RIVERDALE AVENUE              ,1,0,1,0,0,0,0,0,View Obstructed/Limited,4340096,Station Wagon/Sport Utility Vehicle
9/26/2019,15:43,10471,40.906223,-73.90427,"(40.906223, -73.90427)",5676      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,4213631,Station Wagon/Sport Utility Vehicle
10/13/2019,14:13,10471,40.906204,-73.90429,"(40.906204, -73.90429)",5669      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4225129,Sedan
6/11/2019,17:45,10471,40.906204,-73.90429,"(40.906204, -73.90429)",5669      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4150070,Sedan
1/4/2021,19:03,10471,40.906136,-73.90431,"(40.906136, -73.90431)",5665      RIVERDALE AVENUE              ,1,0,1,0,0,0,0,0,Unspecified,4381958,Station Wagon/Sport Utility Vehicle
12/4/2020,14:42,10471,40.906136,-73.90431,"(40.906136, -73.90431)",5665      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Brakes Defective,4373466,Station Wagon/Sport Utility Vehicle
6/6/2019,15:30,10471,40.906136,-73.90431,"(40.906136, -73.90431)",5665      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4146567,Sedan
4/10/2019,15:35,10471,40.906136,-73.90431,"(40.906136, -73.90431)",5665      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4112531,Sedan
5/5/2021,12:10,10471,40.906136,-73.90431,"(40.906136, -73.90431)",5665      RIVERDALE AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,4413683,Sedan
6/24/2019,11:05,10471,40.905205,-73.90148,"(40.905205, -73.90148)",5662      MOSHOLU AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,4158400,Sedan
8/5/2020,13:33,10471,40.90581,-73.90442,"(40.90581, -73.90442)",5661      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,4335643,Station Wagon/Sport Utility Vehicle
7/30/2019,14:47,10471,40.90581,-73.90442,"(40.90581, -73.90442)",5661      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4180145,Station Wagon/Sport Utility Vehicle
8/9/2021,14:40,10471,40.906475,-73.904175,"(40.906475, -73.904175)",5661      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,4448154,Sedan
9/6/2021,12:25,10471,40.906475,-73.904175,"(40.906475, -73.904175)",5661      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,4454888,Sedan
6/24/2022,12:41,10471,40.906475,-73.904175,"(40.906475, -73.904175)",5661      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,4540382,Station Wagon/Sport Utility Vehicle
9/22/2019,17:20,10471,40.90544,-73.904526,"(40.90544, -73.904526)",5654      RIVERDALE AVENUE              ,1,0,0,0,0,0,1,0,Alcohol Involvement,4216378,Sedan
11/19/2019,13:40,10471,40.905388,-73.90455,"(40.905388, -73.90455)",5652      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,4244435,Station Wagon/Sport Utility Vehicle
7/27/2019,20:45,10471,40.905388,-73.90455,"(40.905388, -73.90455)",5652      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4178143,Sedan
3/14/2021,18:24,10471,40.90491,-73.901924,"(40.90491, -73.901924)",5652      MOSHOLU AVENUE                ,0,0,0,0,0,0,0,0,Turning Improperly,4399463,Sedan
12/23/2020,12:40,10471,40.905033,-73.9064,"(40.905033, -73.9064)",5650      NETHERLAND AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,4378903,Sedan
3/11/2022,10:11,10471,40.906,-73.90563,"(40.906, -73.90563)",5650      NETHERLAND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,4510383,Sedan
8/29/2021,19:30,10471,40.904167,-73.89837,"(40.904167, -73.89837)",5649      SYLVAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,4452905,Sedan
9/21/2020,18:05,10471,40.90523,-73.9046,"(40.90523, -73.9046)",5646      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4350719,Station Wagon/Sport Utility Vehicle
9/27/2019,19:05,10471,40.90523,-73.9046,"(40.90523, -73.9046)",5646      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4214886,Station Wagon/Sport Utility Vehicle
6/26/2019,12:00,10471,40.90523,-73.9046,"(40.90523, -73.9046)",5646      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,4161061,Pick-up Truck
8/13/2020,17:40,10471,40.904823,-73.902054,"(40.904823, -73.902054)",5646      MOSHOLU AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,4338268,Sedan
